,ra,ra_error,dec,dec_error,source_id,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,dec_parallax_corr,dec_pmdec_corr,dec_pmra_corr,parallax_pmdec_corr,parallax_pmra_corr,pmra_pmdec_corr,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,ruwe,probability,stability,label
5122,84.1754944782204,0.1087599753917937,8.82440719064991,0.09709887270024076,3334848045839215488,2.6524754613276853,0.12526194173790048,1.0137528541449206,0.20981808204870245,-2.2626357778494515,0.16591846062465387,-0.38652942,-0.4220985,0.19032525,0.18433501,0.21500409,-0.09832442599999999,-0.12886192,0.12127722,-0.22383761,0.30207425,0,3309.533957172153,6.921906182391548,16.888948000000003,466.58964431534883,30.056619719568285,18.67905,4644.062062851765,23.23303949007967,15.594675,3.0843754,,,4162.1177,0.8017,0.4462,,,1.11571461589,0.41888443310244255,2743,4
5123,84.14149011280543,0.12381641177767228,8.855418613188947,0.1133124036476222,3334848385140730112,2.5268958500115706,0.14046372128132478,1.4153247880162347,0.2376884944845735,-2.6031181301641584,0.2053302496829878,-0.32642192,-0.40343726,0.32397859999999995,0.17058945,0.25114125,-0.31732294,-0.28037670000000003,0.062033568,-0.28864609999999996,0.4442813,0,3417.2918173458916,5.215302431213708,16.85416,423.65779487070364,9.726555113785057,18.78385,4952.223703827531,15.182610129457519,15.524919500000001,3.2589302000000004,,,3920.46,1.4123,0.8073,,,1.1358591502700002,0.36164783084214364,2743,4
5125,84.10489321198996,0.14230374215132968,8.703125449640527,0.12516679402840827,3334798499096518272,2.6309431461325765,0.19212324258848024,1.1492910392979545,0.3419467762402967,-2.5134319457492995,0.31265644002043536,-0.4372944,-0.21080949999999998,0.08353123,0.52289855,-0.21039539999999998,-0.5073488,-0.036883894,-0.018443745,0.23578349,-0.09789191,0,1839.9437826408787,3.1095027760756246,17.526354,320.0708048099591,15.602706977319453,19.088272,2549.827765261916,15.722645042331981,16.245644,2.8426285,,,,,,,,1.11172852307,0.23514400291651477,2743,4
5127,84.51086819579781,0.11664956069774128,9.110458187983633,0.12077404850515965,3334883092772234240,2.6170652955830227,0.14243511108676812,1.9561659896417063,0.19594215679638408,-2.3857153176398667,0.16247363087540684,-0.6448341,-0.579982,0.06698725,0.27241826,0.20841339,-0.045975547,-0.48855945,0.4091755,-0.28622073,0.37030128,0,5393.759722276325,9.848002198173155,16.358636999999998,1136.9872331621384,19.186083649412765,17.712,6767.4063329411465,50.885120929615496,15.185864000000002,2.5261354,,,3692.9502,,,0.61742765,0.06387937,1.0951821826600001,0.2016040831206708,2743,4
5128,84.54343264169297,0.12273279852846385,9.042461933010538,0.11803082408966264,3334834645541376512,2.651819937642319,0.13604306051540074,1.5774452559315424,0.2351147256197307,-2.502348274759296,0.19236594929675815,-0.4519373,-0.5532785,0.23066235,0.11532505,0.1784996,-0.22825410000000002,-0.38540572,0.043838296,-0.4181752,0.37760463,0,2703.128438797439,4.3489988817098615,17.1087,360.17849149491167,11.957718229546163,18.960094,3862.040791381808,15.291408498651151,15.794878,3.1652164000000003,,,,,,,,0.950116744136,0.2927451695224207,2743,4
5129,84.44738275910534,0.14739123030268172,9.049859935660603,0.138998443145877,3334834091488253952,2.611349013646016,0.17395493196015033,1.7933573861678989,0.2917768492414953,-2.5565474208039216,0.2770203600169273,-0.45977664,-0.29515496,0.11583779,0.19450848,0.19249478,-0.24879035,-0.22555475,0.14325072,-0.26702976,0.27946463,0,2134.5859803210587,4.883077444200762,17.365082,376.13778673576036,19.924441083212482,18.913021,2899.656845530092,16.603006237340164,16.106054,2.8069667999999997,,,,,,,,1.0986656575799998,0.20597885526795479,2743,4
5131,84.4152424247204,0.032039287153814835,8.951447248671885,0.03092240716689377,3334809597291914880,2.4221067304017248,0.037207155480495774,1.279437562878031,0.06717468363101144,-2.622209871840949,0.05560692179900452,-0.4619804,-0.43299028,0.002614909,0.16459222,0.087206006,0.15451251,0.009984712,0.11213992,-0.25451264,0.07031765599999999,0,45156.584439908016,73.51336314034941,14.051563,13028.242481349851,83.45212964230086,15.064174,48265.01427557669,208.4184561274609,13.052839,2.0113343999999995,,,3683.3333,2.5865,1.2853,1.9469689,0.6286035,1.19388204912,0.5308056872037915,2743,4
5132,84.43182600949679,0.035805654480205916,8.972281060726356,0.034245470884872564,3334833099352950272,2.5206491176939125,0.04117103720456608,1.2137776450953683,0.0746505482281774,-2.2361565760236966,0.06232425099152612,-0.4430489,-0.4386116,0.011491635,0.17485908,0.09109748,0.10799902,-0.007986182,0.10867628,-0.2586591,0.077797465,0,21483.360840076224,78.66566720834975,14.85811,6241.223736172155,121.85114548996016,15.863214000000001,23530.3489433285,334.6964274066877,13.8328495,2.030364,,,3678.25,2.1993,1.084,1.2963148000000002,0.27712816,1.04494593191,0.7499088589135983,2743,4
5134,84.42830093227106,0.06303932506908308,8.920100026857549,0.06323151624900321,3334808532140250880,2.666729192294228,0.08013324251637523,1.0641466665755022,0.1324780239892853,-2.24061424988608,0.11687167797854404,-0.5374209,-0.37450916,0.030725379,0.20251603,0.094316825,-0.049891867,-0.10513615,0.070060894,-0.23153520000000002,0.11126663,0,9260.857347000634,105.83606585161348,15.771738000000001,2750.853442953825,221.12070380935668,16.75272,10370.698908266331,308.16698420172594,14.7224,2.0303202000000002,,,3741.0,1.7053,0.8313,0.76084584,0.10215013,1.24797700941,0.44877870944221654,2743,4
5136,84.12119001975978,0.11598280888983717,9.019210892065946,0.10388105550489968,3334860209186573184,2.6654057127796245,0.13727306525262745,0.9537977668219896,0.2305501727608605,-2.4346631300041475,0.22509025154511028,-0.33658808,-0.2526749,0.15876645,0.2705902,0.13186865,-0.37096792,-0.27070847,0.24415351,-0.17345339999999998,0.28763112,0,2159.9481251286006,3.6751406374102498,17.352257,262.4143717006741,12.158929756385847,19.303919,3285.9590213011274,21.32906467076364,15.970264000000002,3.3336544000000004,,,,,,,,1.0710241140999999,0.24826831935836674,2743,4
5138,83.87748516964396,0.08495032311854671,9.0858207892903,0.07370861873094127,3334870375373464832,2.45678284871195,0.09317022253111518,1.843880883810748,0.1620913423750482,-2.1743047371213047,0.13233675955158855,-0.3554652,-0.34995642,0.2731922,0.15503849,0.15557216,-0.18119155,-0.24507585,0.22888221,-0.16950355,0.3699827,0,3587.786835956353,5.144510231822197,16.8013,639.3481463855535,12.64948796489042,18.337044,4709.153837303952,14.564740528622492,15.579563,2.7574806,,,4133.69,,,,,0.972855584976,0.4928909952606635,2743,4
5141,84.41807281098384,0.0565969317443782,8.90862796567541,0.054524443573642056,3334808424763537792,2.4818434167022216,0.06744172998146912,1.405782875914254,0.11751219143626145,-2.3783924246117194,0.09696449887077174,-0.46695590000000003,-0.44206419999999996,0.06385209,0.15798620000000002,0.094123535,0.03810872,-0.07942091,0.075170755,-0.26957104,0.13798854,0,10001.676201241258,23.64002676233149,15.688184,2376.7820795008715,47.933013131246156,16.911414999999998,11969.29770160507,84.75804383166697,14.566749,2.3446665,,,4496.42,,,,,1.06877329276,0.6675173168064163,2743,4
5142,84.5397748939336,0.0429250858189449,8.967207578284716,0.041166827838854086,3334829693441651456,2.554300395901933,0.04224357759663589,1.6405855124457611,0.07512933912532194,-2.808427401533883,0.06402453793574045,-0.35107327,-0.6695579,0.37970698,0.14433929999999998,0.28162983,-0.4445794,-0.5911725999999999,0.13080059,-0.5096109000000001,0.5497486999999999,0,38243.7899373783,73.54671935747558,14.231963,12550.718087809746,84.06000188343339,15.104716,39255.70341891486,157.9445828521807,13.2771635,1.8275528000000003,,,3921.0,,,1.3821845,0.40683112,1.28084966593,0.2158220925993438,2743,4
5147,84.3625879552172,0.08852372027147694,8.532758946424423,0.08528249545305908,3334779910478266368,2.274336615948985,0.11079750670520787,1.5744347371287222,0.1832380424932249,-2.5860241180649988,0.1456853084441606,-0.5099766,-0.34147534,0.18264553,0.22886774,0.021422079,-0.12687728,-0.1100948,0.082735196,-0.02409366,0.21261004,0,3293.1286495766553,4.7155726736929084,16.894344,548.3140314879151,13.776068865110538,18.503815,4635.866881962733,22.92143145589613,15.596592999999999,2.9072218,,,4570.21,0.848,0.5203,,,1.08518824387,0.23477943857090777,2743,4
5148,84.16172746909464,0.044175362199567685,8.931420370859383,0.04061795596636022,3334855497606359936,2.2772471773901257,0.053913933920983606,1.6259667164111236,0.08182666686312738,-2.4946571315935038,0.06884126052027198,-0.40816256,-0.47285459999999996,0.04780343,0.25650796,0.2355638,-0.08798151,-0.17469372,0.2717029,-0.19662084,0.20447528,0,1799668.095924783,1051.0145800283653,10.0503845,1236194.363683534,1417.3314075718313,10.121171,839359.0325835057,1323.2992926564498,9.95205,0.16912079,,,8527.667,0.3763,0.184,,,1.03396455824,0.2559241706161137,2743,4
5150,84.26824348051657,0.11746695161303662,9.046294346114617,0.1086479734831904,3334858280744060288,2.5098489779262487,0.14740500005917942,0.9882434444174922,0.2308526318203991,-2.405124957354416,0.22678208445418754,-0.38357174,-0.29919377,0.108432725,0.31736308,0.20443961,-0.31894186,-0.21830362,0.20172402,-0.20683748,0.27939326,0,2038.3209934130848,3.4682566554055936,17.415184,281.2793055591561,14.051007825456107,19.228544,2921.6722918268433,15.453077395936539,16.097841,3.130703,,,,,,,,1.0162938857200001,0.4790375501275975,2743,4
5151,84.21281413489508,0.09062556212863038,8.973138893730562,0.08487588281488123,3334856051658223360,2.572787972529811,0.11698561832346953,0.9591084503322762,0.16766602408117898,-2.454698027296262,0.13901539178609887,-0.47743985,-0.44603267,0.103560746,0.29869485,0.27919263,-0.1583789,-0.24475941,0.25401646,-0.14009358,0.31450084,0,3501.188962602523,3.9985372636259733,16.827827,550.4135162989747,16.934308612439068,18.499666,4857.765781300895,11.772650953172619,15.545829000000001,2.9538374,,,4636.7466,,,,,1.05542143635,0.4221655122129056,2743,4
5152,84.1984529290713,0.09744717517772948,9.04332673890323,0.08836066922001443,3334860960805118336,2.490311570801284,0.11713932299048893,1.5045541800362952,0.1865800099041624,-2.4447494693570504,0.1649788585067791,-0.34569144,-0.39476222,0.17990483,0.27404952,0.24596164,-0.25334615,-0.21049634,0.1781129,-0.22309732,0.31694996,0,2609.184661082251,6.418167807673194,17.147104000000002,377.69716020029676,18.381164217753337,18.90853,3678.69838285302,17.4214479269852,15.847685,3.0608444,,,,,,,,1.01694797962,0.5253372220196865,2743,4
5153,84.19011004174924,0.047210035785984976,9.072175285372284,0.043130982015761314,3334861824094249216,2.7297457119664705,0.057853891884963926,0.6219152154720122,0.08886990767742008,-1.9809536297739985,0.07431506805398566,-0.40027088,-0.45066629999999996,0.12358326,0.27542397,0.2580078,-0.1656831,-0.19234352,0.20884529,-0.19850655,0.27816173,0,17541.719653385007,86.28301614638906,15.078185000000001,4885.951154124374,159.04966094026997,16.129015,21295.91256712667,266.526208969426,13.941179,2.1878357000000004,,,3824.7,,,0.9510526,0.17437863,1.2703081100799998,0.17353262850893184,2743,4
5154,84.16592825172906,0.03322600592935218,9.120986488195966,0.028911794868766917,3334874326742979968,2.4959051118122417,0.034120085706271085,1.6115911957379356,0.06191963437263912,-2.4974026334697563,0.052663609594843175,-0.23317310000000002,-0.55651665,0.17773874,0.08011598,0.1676066,-0.18779083,-0.28627348,0.23574142,-0.42198786,0.24092579,0,294082.3227474852,674.0001229383494,12.017194,124433.4964739842,1018.4428456894577,12.614044999999999,242663.5396746368,1479.9168891890727,11.299408999999999,1.3146361999999998,22.123905082348053,9.553707359434558,4880.435,,,2.0351539,2.1170123,1.0461970151200002,0.6015311702515495,2743,4
5156,84.12297494743339,0.031302669385417675,9.06739963890058,0.027900192848414097,3334861995892958720,2.4897689480711374,0.0357065166078849,1.2293244205294458,0.057253895907340216,-2.2850711299300817,0.048993483947741966,-0.34756190000000003,-0.47482255,0.13731042,0.1786272,0.18164009,-0.18540712,-0.29404402,0.3077192,-0.2565172,0.2543597,0,153358.68622772655,302.91901788913776,12.724094000000001,65479.765801878515,378.92138692546484,13.31112,127476.61847412295,718.2109118912531,11.998342999999998,1.3127766,24.756922961107048,8.60098321294161,4805.4854,1.3097,0.6775,1.5347784,1.1317098,0.9529671198649999,0.7520962449872403,2743,4
5157,84.30083256811443,0.177533825654452,8.940114598663067,0.15489082790904324,3334856287879120768,2.4599561551321534,0.189930696500182,1.3642569626072911,0.3523780281520795,-1.9837088204846487,0.29514123580326496,-0.27901953,-0.41677028,0.26128426,0.15486631,0.22747242,-0.21978548,-0.13883997,-0.021011325,-0.33289438,0.33607757,0,1202.6941713014235,8.131864792237467,17.987978,192.972632264978,16.2296013953041,19.63765,1786.0095952203585,26.52602857054596,16.63221,3.0054397999999996,,,,,,,,1.07420847113,0.35071090047393366,2743,4
5159,84.25738556342205,0.059180262115371626,8.962059522489692,0.05485558720513781,3334856532694555904,2.6263315283118303,0.07257333739911563,1.245949887605443,0.11373025304180485,-2.3689673133520324,0.09203312111958092,-0.44074583,-0.3696215,0.20017752,0.22505976,0.1775549,-0.10227961,-0.12563474,0.155928,-0.10748764,0.3139032,0,11435.979124236508,14.960705756643565,15.542682999999998,2387.505843517431,13.428802409554873,16.906527,14223.468850985591,49.770452767775396,14.379406,2.5271206000000004,,,3494.0,,,1.0773553,0.15584907,1.17602932009,0.4972657674079475,2743,4
5161,84.37617693852661,0.06779744635317002,8.753288771139914,0.06049684151283592,3334801694552350336,2.5364839872422804,0.0773755846439543,1.2090398653417176,0.12506122617050067,-2.5056279633921297,0.1038360959811827,-0.38817132,-0.40058535,0.18566222,0.22779989999999997,0.19832727,-0.19922884,-0.28658816,0.3012875,-0.13357243,0.32267287,0,9877.130112923896,17.99140870577789,15.701789000000002,1650.692335241333,18.432462249561762,17.307222,13072.400406019719,70.49431261266928,14.471031,2.8361912,,,3930.78,,,0.70152503,0.10585125,1.12504652735,0.5526795479402115,2743,4
5162,84.3959955990176,0.034468586130738645,8.629189680787658,0.031598457485047554,3334782315659931904,2.466418328168556,0.03913670584175556,1.3835377709462937,0.06733333342462891,-2.8032597903891725,0.056947191200164775,-0.38469177,-0.48710543,0.18898599,0.20436843,0.24612044,-0.30188015,-0.30933592,0.07616329,-0.35512453,0.32049814,0,27676.29900411162,120.31036080120373,14.583096,8115.484663091759,115.64057101815607,15.578102,29165.17999823955,362.8321692550218,13.599758,1.9783439999999999,,,3909.407,,,1.2297472,0.31825107,1.0901760014,0.3189938024061247,2743,4
5164,84.77376732192813,0.06836847114907854,9.120682400261401,0.06135977137166505,3334839696422865792,2.5339283121076117,0.07230205528913511,1.210819628176741,0.14105998053973806,-2.1201524833017773,0.12402407002273486,-0.29244336,-0.40110788,0.24730194,0.21468455,0.0882166,-0.4655535,-0.40326690000000004,0.11765783,-0.24519290000000002,0.2891829,0,6338.699874382236,8.486051334379745,16.183365,1293.3806437388282,11.839830135213717,17.572073,7964.448270188504,30.88459467872039,15.00903,2.5630425999999997,,,4379.65,0.376,0.2143,,,1.01006010516,0.6864746627779803,2743,4
5167,84.32106751594915,0.03515634507645938,8.950461267320014,0.03323801604644816,3334856322238658688,2.567428308562546,0.04015270834543616,1.5558761947391335,0.0687293631989079,-2.51689093597732,0.06230615875886308,-0.3322305,-0.43236545,0.07011303,0.123777926,0.112841025,0.056501235999999996,-0.07189148,0.21970919,-0.27505973,0.14180113,0,174539.06554408913,404.82276460145613,12.583634,76566.26738713577,592.1692606995724,13.1412945,140143.51366170624,869.0559258428932,11.895488,1.2458067,,,4885.0,1.514,0.77,1.520467,1.1860608999999998,1.05656907962,0.5114837768866205,2743,4
5168,84.39923525815466,0.031797325776134845,9.019422382258949,0.03027195196870188,3334880481432156672,2.5875341479535234,0.03814312601365654,1.322524567930693,0.06225476953533628,-2.783318060485229,0.05232050681247575,-0.43565077,-0.44252563,0.07867460000000001,0.20117319,0.18007426,-0.0047050277,-0.086732045,0.13714042,-0.24308467,0.19241934,0,131477.91440936175,214.10468629448826,12.891233,48603.433798711056,242.62631730801385,13.634720999999999,119708.19829408484,458.02665861659835,12.06661,1.5681105,20.616513093181666,3.2967895039668464,4384.425,,,1.7724667,1.0459269,0.857920748329,0.20998906306963178,2743,4
5170,84.39855629840494,0.06365227264682029,9.018192928451585,0.059279409964435585,3334880481430017152,2.4856614947971982,0.07637982395930835,0.7882958484594872,0.12382448784728033,-2.4070587910219143,0.1026370417629849,-0.42743686,-0.37685,0.17284694,0.23976141,0.16758752,-0.10959625,-0.106893405,0.13510327,-0.12767272,0.27291220000000005,0,7157.404409303621,9.285772641472892,16.051477,1837.2711399494242,92.96498117001505,17.190954,10059.565767997243,136.46525306348795,14.755472,2.435482,,,3549.6667,,,0.8539473,0.10430549,1.05204353018,0.5519504192489975,2743,4
5171,84.45893126318026,0.03701391751437754,8.978598342311086,0.03742344775767919,3334832476580230144,2.4034764574824092,0.04522132922925943,1.3548850248840938,0.07637370814403867,-2.369735770873464,0.06483518687250682,-0.5313829000000001,-0.5043763,-0.09896171,0.11671073,0.08124478,0.2088027,-0.14485909,0.24581835,-0.3661461,-0.0028950544,0,266838.6818814296,758.6524248945982,12.122744,124384.77764435386,1286.8357419465785,12.6144705,204093.3007249793,1574.1385091466793,11.487349,1.1271219,27.818875462230128,3.782412020276735,4946.0,,,1.9446226000000002,2.0388339,1.1676776062,0.6624134159679184,2743,4
5173,84.32938697092115,0.08655188864289133,9.04573316362007,0.07906772357924065,3334881512224315520,2.4977637551867558,0.10304140499335296,2.12532509087938,0.1678199846474792,-2.3398423326947198,0.13623759030546104,-0.39582816,-0.39463624,0.22287835,0.21666078,0.19124758,-0.15543866,-0.13864696,0.10578528,-0.1642063,0.31998119999999997,0,3448.893969846726,3.9117981269693116,16.844166,641.1691808947763,15.387224973724804,18.333956,4507.993569418632,13.59954262312938,15.626961999999999,2.706994,,,3957.82,,,,,1.07259371237,0.1983230040102078,2743,4
5174,84.3281401648742,0.17267295683713646,9.054637663781225,0.15530048916399722,3334881542286946304,2.7358801494701925,0.19994089722679986,1.086110261580165,0.3359003537516573,-2.0820918859968347,0.27184485246551765,-0.30073535,-0.47754392,0.27182716,0.21861233,0.27026594,-0.2758354,-0.21105818,0.03215124,-0.27820772,0.35128924,0,854.4396149429498,2.030576855896319,18.359161,130.70501515683554,17.699286698950385,20.060658,1371.1306893940402,13.232916717590562,16.919224,3.1414337000000003,,,,,,,,0.8585319502609999,0.2551950419248997,2743,4
5175,84.12844779109267,0.0508924309567638,9.166923919605107,0.04411965630799621,3334875529334273664,2.543812261701316,0.054461957367367926,1.0250127998720888,0.11099029581859783,-2.281444096934905,0.08437670340753194,-0.2955525,-0.393433,0.18671754,0.14176185,-0.04580625,-0.13992634,-0.16601717,0.13565592,-0.14630184,0.18472785,0,7459.39005205681,350.82891323402663,16.006607000000002,2363.942077367422,320.84689512585675,16.917295000000003,8634.991846070308,1265.5186611095469,14.921266000000001,1.9960299,,,3854.75,,,0.6485436,0.08366771,1.1700267135,0.7375136711629603,2743,4
5176,84.301492483319,0.08658255095496684,9.095328387917156,0.0795338923125505,3334884879478669568,2.6158710252959683,0.10483432636678787,1.1265816027208406,0.16656865088264866,-2.3588411036868586,0.13814510987542636,-0.38998955,-0.44263107,0.17072803,0.26327416,0.23300022,-0.19386198,-0.17681096,0.13273220000000002,-0.20145458,0.28887728,0,3797.7124456079464,21.91706224119239,16.739561,632.9570877034414,24.252127887780482,18.347952,5218.954473865663,80.6862644356248,15.467960999999999,2.8799906,,,3968.6724,0.8273,0.562,,,1.00499466207,0.5136711629602625,2743,4
5177,84.224837135564,0.209286197054937,9.203494193850533,0.18017410080675084,3334898756516065024,2.792828601451665,0.21758900986607246,0.7516028428921999,0.4087615072314595,-1.687497523879075,0.32753487008764914,-0.18707472,-0.5162207999999999,0.3704058,0.11495155,0.22699812,-0.379004,-0.36367053,0.08156688,-0.35166547,0.4207183,0,892.0505493942709,2.3100621245768984,18.312391,196.1481307679421,24.746834747276488,19.619928,1490.2799269645514,12.686377311432896,16.82875,2.7911777,,,,,,,,1.0875737108299999,0.1002551950419249,2743,4
5180,84.35998842226245,0.10382779064088296,9.234153854686292,0.0951891177492477,3334888659049851520,2.693372150348916,0.11831695448398885,1.3509911421698402,0.19526611970875946,-2.683497878740588,0.15234761779629835,-0.40469348,-0.50415957,0.33310235,0.19077136,0.1918882,-0.3577458,-0.39263552,0.095486686,-0.22005674,0.4448419,0,3554.2580457532454,5.952108018222936,16.811493,584.9126253150184,21.26304129350837,18.43366,4913.2346087435935,18.077728143203085,15.533501999999999,2.900159,,,4235.687,0.807,0.479,,,0.960264374705,0.15275246080933286,2743,4
5186,85.28945970124741,0.14338194523344858,8.95102910118444,0.12820975619032404,3336131205971427072,2.384882924089744,0.1720344408044736,1.4142893038176358,0.285138460479734,-1.9631734425098384,0.2509067368646611,-0.33818752,-0.31253390000000003,0.12818232,0.28793459999999993,0.083037734,-0.26457042,-0.18564598,0.24475816,-0.055630844000000006,0.19390771,0,1105.3550408211695,1.990043252076143,18.07961,123.05954354751142,9.866971930693817,20.1261,1650.9621312126676,8.482875322758218,16.717577,3.4085236000000005,,,,,,,,0.947290038247,0.3084214363835217,2743,4
5187,85.37306463158005,0.02306293465253024,9.122321212522557,0.021388037428805545,3336143197519784064,2.5213337160063998,0.026105684887247318,1.423464721380112,0.04464659636098375,-2.679831489244654,0.03747426571481285,-0.37877128,-0.37416556,0.23422895,0.15251963,0.12880671,-0.14989842,-0.23799708,0.19287272,-0.15948458,0.32061124,0,114257.15677726171,928.6074268487594,13.043657000000001,44107.157846667644,1351.0887907461065,13.740115,104248.10352088981,2067.9862787828847,12.216749,1.523366,,,4353.0,2.1790000000000003,1.1053,1.7328225,0.97130936,0.981626867573,0.4877870944221655,2743,4
5188,85.68058095118786,0.10820018097554834,9.287969359200623,0.09903320635392997,3336168043908536704,2.589035960456713,0.11741720600177807,1.355778233093093,0.19204533167114315,-2.731078386242634,0.15674810433714062,-0.40312785,-0.4664126,0.34715307,0.15280326,0.19181617,-0.2893967,-0.4494545999999999,0.27347618,-0.2104061,0.48767823,0,5023.472602346269,9.423049972420118,16.435856,576.5108098540697,9.360536920176056,18.449370000000002,7518.672654594906,18.94851700882736,15.071567000000002,3.3778028,,,4238.63,1.4107,0.7963,,,0.959593720715,0.22201968647466278,2743,4
5190,85.30293020824394,0.04795618444162697,8.910261666371966,0.04171572937678633,3336130145117285760,2.5950380231213392,0.0544433507342339,1.0843070419481804,0.09659967975363656,-2.506034229216599,0.08491653252282913,-0.2984212,-0.15870173,0.21391916,0.28100225,0.048456705999999995,-0.21073247,-0.0992194,0.26532167,0.07139013,0.26599184,0,21995.56348070316,18.421962097555557,14.832528,4895.650903685306,16.081247804118778,16.126862,26583.340647958736,118.40705486211756,13.700397,2.4264650000000003,,,3348.0,,,1.7506726000000001,0.34693363,1.11016787014,0.44403937294932555,2743,4
5194,85.75063158979451,0.06405839153044687,9.170376994933807,0.056634289885475586,3336153853336605056,2.4315434812575427,0.05256641434514514,1.4399226883084577,0.11431182860111624,-2.858334093764132,0.09114687810477612,-0.09774093,-0.7303844,0.5739344,-0.10103207,0.32094434,-0.5096592000000001,-0.6372389,-0.013251623,-0.6524053000000001,0.6468461999999999,0,544047.9585974243,1298.2860589582124,11.349273,251147.8780366168,1728.4603290350708,11.851564,411320.4660536554,2999.6571540573195,10.726469,1.1250954,25.57697658124733,6.768177063734644,4999.9,,,2.6696433999999996,4.0127907,0.8994281950480001,0.20707254830477578,2743,4
5195,85.74710294418566,0.05244550127705753,9.16455551385226,0.04919584980570587,3336152375867856512,2.4332063880610373,0.05827354913698678,1.355271690729381,0.09481926623133573,-2.655250512133218,0.07722353505929111,-0.4085202,-0.5509430999999999,0.24588098,0.13083322,0.22146145,-0.18606433,-0.3889404,0.21665616,-0.35086945,0.40005228,0,18036.816511147408,45.708225925891256,15.047966,5033.715516082106,96.94336405652969,16.096666,20881.990453306986,140.13971249150526,13.962489999999999,2.1341763,,,3787.0625,,,1.1177546999999999,0.23152484,1.0488230413700002,0.4834123222748815,2743,4
5197,86.03025237858276,0.04300242242069735,9.11057428221658,0.0335894200822288,3336107772631258624,2.5147997696346893,0.038130971795432365,1.8635360070456288,0.08578679326999658,-2.6945213828692034,0.06112856447770105,-0.17469546,-0.71269894,0.30124745,0.0023507725,0.56476223,-0.42044663,-0.39223126,-0.38596982,-0.7749855,0.45473528,0,65549.28384934137,251.28881161929687,13.646946,23839.39384928754,475.9584169597127,14.40815,63950.82536505107,577.1081659062346,12.747305,1.6608448,,,4252.9697,,,1.4131936,0.58866364,1.19854399304,0.26285089318264676,2743,4
5200,86.03748570119049,0.034508820691573315,9.154068290275301,0.029129801182433225,3336109116957457792,2.4897248448139893,0.03172089317097384,2.0294462600522185,0.0673300356080788,-2.13695589660681,0.051546309836149606,-0.19588418,-0.65883,0.3311297,0.03743407,0.3814258,-0.39431992,-0.41815498,-0.15335992,-0.631926,0.43657258,0,69018.89117439465,3207.6935029798224,13.590945999999999,22738.347629711192,3946.670128219705,14.459491,73611.23201711783,8558.172115526166,12.594560000000001,1.8649311000000002,,,4102.0,,,1.6432372,0.6887758,1.2523543837,0.3157127232956617,2743,4
5201,86.04182897605543,0.09794786316907196,9.14462385155715,0.08554979058315566,3336109048235617536,2.3106860564546117,0.10059549211190387,2.066135946717798,0.19037527658064987,-2.366321553049496,0.15073976874313685,-0.29098973,-0.56356716,0.3725642,0.07916686,0.29050407,-0.45487693,-0.43031755,-0.102598235,-0.4754491,0.48182777,0,3769.503774748183,51.459242579290574,16.747656,1040.9937808099933,101.31140126712002,17.807768,4403.4537648953365,142.02827814680433,15.652435999999998,2.1553316000000002,,,3698.5,0.5760000000000001,0.32799999999999996,0.58170754,0.057043555999999995,1.14451497426,0.11702515493984689,2743,4
5202,86.08084717130033,0.06917748520413583,9.271995492668855,0.0646047346802462,3336158594980405376,2.4459757118874283,0.08156761726254111,1.7000708459921259,0.1409819219266659,-2.647686968759181,0.11371860901939244,-0.45765528,-0.35912836,0.28707808,0.21563178,0.06007885599999999,-0.29652303,-0.15625474,-0.051522000000000005,-0.09287098,0.30011020000000005,0,6370.721112484138,10.02518161816607,16.177895,1127.670455504238,16.64256769069875,17.720932,8408.718503152488,21.556969134642483,14.950095000000001,2.7708367999999997,,,4076.08,,,0.51879424,0.06693539999999999,0.9812202503540001,0.3689391177542836,2743,4
5205,86.07939974926838,0.09280907808990728,9.209260161454182,0.08625823569817248,3336111006743055360,2.6556308734309977,0.10982695206407166,2.0213789377140468,0.18910965903785645,-2.3171714894811246,0.1603796505017327,-0.41768679999999997,-0.42903844,0.166932,0.26645973,0.15276128,-0.3311294,-0.24575877,0.028451402,-0.21789396,0.2330873,0,4789.18940276159,18.29268733149044,16.48771,714.3698112165698,26.041162752906576,18.216581,7883.337463382448,95.04567976003878,15.020144,3.196437,,,3833.7002,,,0.5068585,0.049996637000000003,1.09801279246,0.11155668975574189,2743,4
5218,85.80240170023087,0.053551838214295135,9.28381216418328,0.045190898379971256,3336161549917961088,2.5750991825570333,0.0507750392708644,2.108292759256512,0.10550733138604426,-2.5738879368763623,0.0838655227171082,-0.1684505,-0.50528216,0.39297187,-0.006040400400000001,0.17730965,-0.2847398,-0.35339618,0.06980042,-0.42202035,0.43220459999999994,0,16007.05941585686,100.93100763299812,15.177586999999999,3896.551846701609,130.34905507832866,16.374686999999998,18644.23502111236,279.61180302981757,14.085559,2.2891283,,,3511.0,,,1.2788643999999998,0.22390667,1.1168577455600002,0.10936930368209989,2743,4
