,object_id,gid,density,,duplicated_source,dec_error,ra,dec,phot_bp_mean_mag_error,phot_rp_mean_mag,lum_val,b,phot_g_mean_mag,ra_error,pmra_error,radial_velocity_error,phot_bp_mean_mag,phot_rp_mean_flux,pmra,l,source_id,phot_g_mean_flux,teff_val,e_bp_min_rp_val,bp_rp,pmdec_error,radial_velocity,radius_val,pmdec,phot_g_mean_flux_error,parallax,phot_bp_mean_flux_error,phot_bp_mean_flux,phot_rp_mean_mag_error,phot_rp_mean_flux_error,a_g_val,phot_g_mean_mag_error,parallax_error,plx
6884,6884,4,20.409344,9262,0,0.0224,84.27603128207,0.14864266558,0.0072,12.4595,0.815,-16.40602863917,13.2653,0.0238,0.044000000000000004,,13.9528,83360.55027175718,-0.53,204.07952009938,3222331207036336000,93157.82701734568,4541.67,0.9048,1.4933,0.038,,1.46,-0.359,162.28912816727853,2.3873,240.00683943262715,36259.61404757261,0.0057,435.3268343206056,1.7632,0.0019,0.0287,2.3873
5522,5522,4,19.856222,7593,0,0.0792,83.54215965188001,-0.7695259346500001,0.0258,15.0329,,-17.4879522412,16.2004,0.091,0.16399999999999998,,17.5989,7791.462532005235,-1.386,204.5597466854,3217677902030274432,6240.270054221869,3297.5,,2.5661,0.13,,,-0.449,32.53402883577448,2.3137,29.93064233070628,1261.7581210384449,0.0107,76.52780444372736,,0.0057,0.0985,2.3137
5557,5557,4,19.799753,7630,0,0.0386,84.81913028118,-0.7172395823100001,0.0022,11.5088,2.1069999999999998,-16.338035535750002,11.9979,0.0386,0.069,1.86,12.3351,200091.92329405472,-0.36200000000000004,205.14246134073002,3217720332011163648,299346.93799816736,5828.75,0.294,0.8263,0.063,26.2,1.42,-0.196,146.2423026661024,2.3654,319.9206053928665,160882.7849206932,0.001,191.4413780478184,0.6155,0.0005,0.0394,2.3654
5591,5591,4,19.620483,7671,0,0.0244,83.93687738234999,-0.6258997146,0.0089,13.2273,0.426,-17.07232570066,13.9945,0.0267,0.05,,14.6384,41098.93769824617,-0.6559999999999999,204.62312159055,3217771772835245440,47595.28371482583,4541.25,,1.411,0.045,,1.05,0.344,99.15130721127301,2.3621,158.54272712308364,19284.559050454875,0.0064,241.94040147753574,,0.0023,0.0321,2.3621
6032,6032,4,19.449884,8273,0,0.0448,82.39080495246999,-1.18358086728,0.0078,14.1082,0.165,-18.69781979292,15.078,0.0453,0.087,,16.0058,18258.744932148184,-0.057999999999999996,204.36895574817,3220272612031875328,17544.53436596176,4307.5,,1.8976,0.081,,0.73,-0.428,26.904074527780686,2.4216,39.48290530329387,5472.885318632607,0.0057,95.85420086606452,,0.0017,0.0587,2.4216
5238,5238,4,19.090487,7285,0,0.0554,83.96003491154,-1.97852050566,0.0122,14.3336,0.185,-17.68871362159,15.4802,0.0589,0.135,,16.8342,14837.023381997384,-1.109,205.88498158093998,3217333926689642880,12113.733580065225,3552.4,,2.5006,0.127,,1.14,-1.042,16.827514062733243,2.4232,28.720913732428713,2551.9803348876208,0.0034,47.13142582175354,,0.0015,0.0777,2.4232
4855,4855,4,19.061703,6852,0,0.0299,83.27955378468,-3.24877515837,0.0012,10.6923,4.917,-18.88175101267,11.1502,0.029,0.066,1.31,11.4656,424466.38257067563,-0.728,206.73559137626998,3216731561819763584,653544.0758645225,5859.0,,0.7733,0.06,24.59,2.15,-0.249,481.8113372740538,2.2858,409.93453185833573,358363.9609631661,0.0008,298.0803021615842,,0.0008,0.0421,2.2858
5756,5756,4,18.979328,7925,0,0.0248,86.36275187825001,-0.66485219845,0.0056,12.4442,0.875,-14.951160247510002,13.329,0.0266,0.051,,14.1296,84547.36860270932,-1.317,205.84814168538998,3218992574339113600,87853.59342683342,4241.33,,1.6854,0.049,,1.73,-0.366,143.58338683180642,2.3953,159.9637319430088,30812.49794828289,0.0063,493.35552617462287,,0.0018,0.027,2.3953
6777,6777,5,412.66785,9147,0,0.0309,82.14420226804,1.80964186849,0.0084,14.0353,0.184,-17.47285241185,14.9836,0.0308,0.06,,15.9021,19527.40507989069,-0.705,201.48413997703997,3222232525868410880,19137.94528145973,3903.33,0.8037,1.8668,0.052000000000000005,,0.94,0.6729999999999999,42.79429359258775,2.7024,46.45012112950138,6021.438922672809,0.0061,110.40095834085872,1.5255,0.0024,0.0393,2.7024
6769,6769,5,300.05276,9139,0,0.0397,81.99562212866999,1.71038465023,0.002,11.4531,1.75,-17.65091962419,11.8845,0.0377,0.07,4.01,12.1664,210632.70194916177,-0.6659999999999999,201.49894717733997,3222224348250710784,332322.03850485326,6298.0,0.077,0.7133,0.063,25.32,1.11,0.799,212.120161086628,2.7129,349.8835108653569,187928.1049474965,0.0022,419.0362799509688,0.157,0.0007,0.0474,2.7129
6637,6637,5,283.21542,8990,0,0.0365,82.14765681271999,1.66872447694,0.0027,10.5714,3.908,-17.53859544283,10.9789,0.0384,0.07400000000000001,4.77,11.2496,474487.5919193646,-0.6579999999999999,201.61488474996997,3222041588802451072,765191.7098631299,6174.5,0.4705,0.6782,0.063,25.07,1.73,0.7829999999999999,391.094996948957,2.7583,1094.607714723866,437244.04807332624,0.002,864.9130869625458,0.9282,0.0006,0.0444,2.7583
6744,6744,5,273.55936,9109,0,0.0269,81.87368319384,1.48416760861,0.0086,13.1873,0.307,-17.86769259553,13.9288,0.0281,0.054000000000000006,,14.5472,42644.259404571734,-0.44799999999999995,201.64384176758998,3222196443848108544,50562.168730296595,4923.65,0.347,1.36,0.045,,0.76,0.818,116.07918086605488,2.7028,166.38487987157586,20973.21332805655,0.0065,254.27845735852082,0.7275,0.0025,0.0308,2.7028
6776,6776,5,220.75746,9146,0,0.0327,82.13822953505999,1.76557025938,0.0022,10.6779,3.911,-17.49957582177,11.021,0.033,0.063,6.37,11.2318,430131.916069094,-0.384,201.52141239702,3222232079191819136,736140.9435209598,7048.33,0.1172,0.5539,0.055999999999999994,31.51,1.33,0.6679999999999999,435.11939598798637,2.7045,893.3159334431126,444461.95771587896,0.0009,358.4504094469616,0.2492,0.0006,0.0415,2.7045
7099,7099,5,202.32433,9554,0,0.0515,82.2019011936,2.16471776369,0.0016,7.4168,,-17.24895894967,7.3148,0.0582,0.126,,7.28,8670639.603213528,-0.722,201.18914128498002,3223760705295600768,22357682.723253217,8868.67,0.1097,-0.1368,0.121,,,0.39,14395.572961539268,2.6761,25132.25109276372,16926407.912026733,0.0024,19297.42181689896,0.204,0.0007,0.0752,2.6761
6870,6870,5,199.79964,9248,0,0.03,81.74965832699,2.15168756114,0.0038,11.419,1.7109999999999999,-17.64925466407,11.8842,0.0328,0.059000000000000004,4.87,12.1999,217351.73332913494,-0.42100000000000004,200.96884477663002,3222306193147280000,332418.83190983016,5900.0,0.097,0.7809,0.051,30.47,1.25,0.695,352.01928881888875,2.7605,634.8415361601552,182220.3156983055,0.0034,671.831963891894,0.1773,0.0011,0.0393,2.7605
6865,6865,5,166.22804,9242,0,0.0736,81.73148965841,1.96718376003,0.0173,15.0523,0.09,-17.755565200939998,16.2018,0.0717,0.135,,17.552,7653.024854638413,-0.361,201.12828042549,3222299248185151616,6232.2042062556675,3316.67,,2.4996,0.113,,0.91,0.662,17.71063767616745,2.7533,20.988943573392614,1317.5612275210467,0.0074,52.134473439265534,,0.0031,0.095,2.7533
7087,7087,5,164.30276,9541,0,0.0254,82.40201516582,1.9790575548900002,0.0083,12.5913,0.5770000000000001,-17.165264876560002,13.2641,0.0245,0.051,,13.7994,73831.54350504032,-0.833,201.46103823595,3223742052254031360,93262.2351227129,4950.14,0.396,1.208,0.043,,1.03,0.503,178.27109231648444,2.6694,317.8755867171218,41765.00469102494,0.0053,360.1550843379955,0.795,0.0021,0.0356,2.6694
7144,7144,5,156.4858,9601,0,0.0786,82.06652723534,2.4274824670900004,0.0081,15.3396,0.055,-17.23802559964,16.5132,0.0816,0.174,,17.9344,5873.818321268093,-0.662,200.87990792537,3223819052427514368,4678.078090501526,3556.0,,2.5948,0.131,,0.62,0.5870000000000001,9.052514873053092,2.7555,6.877724594413378,926.3738781237964,0.0042,22.812053266870407,,0.0021,0.0981,2.7555
6570,6570,5,153.57191,8911,0,0.028,81.68302375395001,0.9653515096799999,0.012,13.787,0.193,-18.28673463839,14.6685,0.0301,0.064,,15.4666,24545.245040425718,-0.534,202.02298534716,3221884942755086208,25583.708266139412,4250.0,0.662,1.6796,0.055999999999999994,,0.81,0.843,62.96768519825988,2.7471,99.35430379751169,8993.586605530158,0.0086,195.16882334629796,1.3533,0.0027,0.0379,2.7471
7131,7131,5,146.81985,9588,0,0.0336,81.98886756379001,2.27628211538,0.0018,10.5316,4.728,-17.37984197969,10.8481,0.0353,0.07200000000000001,,11.0463,492179.26739995024,-0.501,200.97800125457002,3223807438835978752,863190.4053842592,6893.0,0.201,0.5147,0.06,,1.52,0.513,343.0465736321307,2.66,883.7152360147153,527291.2504788862,0.0011,486.30884209760336,0.416,0.0004,0.0439,2.66
6618,6618,5,140.70035,8964,0,0.0294,82.18354431384,1.19386347404,0.0014,10.4162,5.032,-17.738306302839998,10.717,0.0312,0.057999999999999996,,10.9068,547394.4071473255,-0.778,202.06852623464002,3221985582429001472,974005.823739044,7248.79,0.1968,0.4906,0.051,,1.42,0.696,520.1494460192304,2.7497,795.9671724784868,599582.9490507446,0.001,510.7350647848252,0.4207,0.0006,0.0357,2.7497
6779,6779,5,136.22125,9149,0,0.032,81.97885244285,1.84111538713,0.0048,11.7162,1.3030000000000002,-17.60167959631,12.1907,0.0332,0.061,9.22,12.5149,165304.460771275,-0.774,201.37066714575002,3222235201632978304,250659.49761972198,5838.0,0.0535,0.7987,0.055999999999999994,12.42,1.12,0.535,330.24793974959135,2.7513,608.8366495331653,136328.68568693358,0.0035,540.1962700207818,0.1093,0.0014,0.0406,2.7513
6869,6869,5,128.29611,9247,1,0.0543,81.70043958356,2.06829810219,0.0019,8.5518,,-17.7330302006,8.4948,0.0599,0.10800000000000001,,8.4748,3048352.9675369137,-0.594,201.01977836715,3222304127267517184,7540781.1204747325,8598.67,0.067,-0.077,0.098,,,0.614,4976.322455117834,2.6551,9635.464047073336,5631647.320049225,0.0018,5147.39764898714,0.1343,0.0007,0.0683,2.6551
7146,7146,5,127.19462,9603,0,0.0612,81.70855336175,2.31133657847,0.0167,14.6187,0.085,-17.6066130936,15.8169,0.0684,0.139,,17.3385,11410.055752753457,-0.5720000000000001,200.80176163174,3223822179163771136,8883.8276009173,3845.52,,2.7198,0.11599999999999999,,0.66,0.907,18.65291500151706,2.7596,24.73485625242352,1603.815326320539,0.0055,58.24418469918505,,0.0023,0.0794,2.7596
7091,7091,5,112.66095,9545,0,0.029,82.34803717471999,2.1208603233,0.0023,11.5027,1.645,-17.14305177313,11.981,0.0312,0.057999999999999996,,12.3102,201225.18348501707,-0.925,201.30396933063,3223747854754812544,304055.8673794935,5825.0,0.17,0.8075,0.052000000000000005,,1.26,0.7290000000000001,240.43502723969215,2.6983,343.9047430221357,164622.30240630114,0.0021,390.1888144630156,0.336,0.0009,0.0355,2.6983
6565,6565,5,106.60408,8906,0,0.0357,81.54432258777,0.86236561686,0.0128,13.2022,0.32799999999999996,-18.457985132479998,13.9751,0.04,0.07200000000000001,,14.6189,42063.4279052905,-0.51,202.04683918757,3221876765137398528,48451.68880687356,4497.0,0.461,1.4167,0.057999999999999996,,0.94,0.951,163.7092343761674,2.7372,231.99842288640698,19633.41264671481,0.0096,372.6131814680158,0.936,0.0037,0.0369,2.7372
6620,6620,5,103.32774,8966,0,0.0278,81.69209542825,1.09560597491,0.0075,12.2399,0.768,-18.21548554064,12.9097,0.0299,0.057,10.2,13.4353,102044.84705958203,-0.758,201.90777241481004,3221992381360651136,129261.04571624279,4949.69,0.3972,1.1954,0.05,19.1,1.19,0.677,235.96089053211182,2.7242,402.54875530008627,58403.64225546901,0.0047,445.1674888236852,0.8067,0.002,0.0366,2.7242
6775,6775,5,95.95821,9145,0,0.0529,82.22217335306999,1.81532804746,0.011,14.1085,0.172,-17.40205984584,15.051,0.0519,0.096,,15.9375,18253.67478348981,-0.41600000000000004,201.51881130639998,3222232044832065280,17985.955509443615,3942.0,,1.829,0.07,,0.89,0.807,28.009773796116594,2.6724,58.85649358109809,5828.459865181736,0.004,66.60979937391978,,0.0017,0.0753,2.6724
6814,6814,5,86.798164,9187,0,0.0511,81.20285881316,1.77442137623,0.0208,14.6365,0.11699999999999999,-18.31054750944,15.8034,0.0578,0.11599999999999999,,17.1415,11224.786953301766,-0.36700000000000005,201.03244348811,3222263896309479040,8994.630601438455,3395.0,,2.505,0.095,,0.99,0.897,8.84128764666665,2.7953,36.89073882295651,1922.9507329695984,0.0043,44.12666633266959,,0.0011,0.0682,2.7953
7011,7011,5,86.430336,9455,0,0.0666,82.46972311689,1.6498539142299997,0.0206,14.6085,0.078,-17.26663733541,15.8477,0.075,0.16399999999999998,,17.4558,11517.8239969605,-0.615,201.79650323913003,3223527677551458560,8634.977186509155,3971.32,,2.8473,0.133,,0.59,0.9059999999999999,12.284358010738606,2.7241,27.328330793709704,1439.5744052429436,0.0035,36.76043190236035,,0.0015,0.0848,2.7241
7045,7045,5,84.81796,9492,0,0.0518,83.84970722848,2.1578040399500003,0.0154,14.6921,0.10400000000000001,-15.81434218194,15.9999,0.0595,0.138,,17.119,10664.00040938049,-1.499,202.03230823893003,3223608083634559872,7505.609912587382,3785.54,,2.4269,0.122,,0.75,0.785,11.678632211512715,2.3483,27.86211030574398,1963.171256574787,0.0302,296.94289206108374,,0.0017,0.0736,2.3483
7089,7089,5,80.14608,9543,0,0.0435,82.47159223163,2.0934397711200003,0.0113,14.3454,0.16,-17.04872947894,15.3329,0.0458,0.09,,16.3205,14675.715929331443,-0.889,201.39212864373002,3223745316429153920,13873.54802194082,3724.0,0.9543,1.9751,0.076,,0.96,0.52,29.16054980249561,2.6194,42.7066836217231,4095.881324278007,0.0062,84.33959955742179,1.9655,0.0023,0.056,2.6194
7167,7167,5,75.19233,9625,0,0.0416,82.09977399757,2.5504509501,0.0059,14.4831,0.146,-17.14868982748,15.4722,0.0463,0.087,,16.4644,12928.10642173955,-0.5760000000000001,200.7848663166,3223856092225455744,12202.58642784111,3707.33,0.857,1.9813,0.08,,0.93,0.36,12.340281826261899,2.5875,19.4178062414056,3587.667620574012,0.0043,50.76954130009902,1.7725,0.0011,0.0476,2.5875
7200,7200,5,74.50869,9661,0,0.0396,83.45218283608001,2.8583334822400004,0.0129,14.4963,0.124,-15.82023562349,15.4567,0.0403,0.076,,16.4219,12771.617386899463,-1.464,201.19536744327,3223912094303770368,12378.192196916296,4272.44,0.9103,1.9256,0.067,,0.64,0.489,34.864384469453505,2.367,44.15840398233596,3730.7380376006518,0.0075,88.21813180258816,1.8565,0.0031,0.0463,2.367
6573,6573,5,74.0542,8914,0,0.0444,81.41158499126,1.00097387818,0.0119,14.6885,0.10800000000000001,-18.50655359462,15.7662,0.0476,0.092,,16.9386,10699.425500769445,-0.745,201.8510871541,3221894112509290624,9308.554946150207,3589.25,,2.2501,0.077,,0.85,0.966,22.328781322855075,2.7469,25.35548659740832,2318.011945662834,0.0064,63.48018130863925,,0.0026,0.0581,2.7469
7077,7077,5,72.28726,9530,0,0.0368,83.51507631195,2.63525811409,0.002,10.8598,4.676,-15.87430551894,11.1795,0.0429,0.084,1.51,11.3694,363779.349866325,-1.375,201.4296275131,3223717107084373504,636141.1219132002,7190.79,0.23,0.5096,0.067,34.16,1.39,0.486,417.7285635651338,2.3033,717.7467137836528,391561.3903580042,0.0012,416.96342284424964,0.453,0.0007,0.0413,2.3033
6766,6766,5,65.78446,9136,0,0.0336,81.41579944697,1.6384123991100001,0.0008,10.1044,8.123,-18.19169422691,10.3163,0.0335,0.067,,10.4522,729466.9830557401,-0.601,201.26713070367,3222216995266598016,1408707.4583606182,7858.8,,0.3478,0.057,,1.54,0.644,447.99614055681184,2.6485,704.8932093900207,911287.6004694144,0.0009,616.3689971302033,,0.0003,0.0453,2.6485
6755,6755,5,63.46331,9123,0,0.0423,81.29855408186,1.55824609818,0.0018,9.7881,,-18.33313510834,9.902,0.0427,0.09300000000000001,,9.9702,976183.5595133177,-0.37200000000000005,201.28032071054,3222208955087851648,2063299.9722623918,8578.0,0.1337,0.1821,0.08,,,0.6559999999999999,1416.6228417198013,2.79,2298.492826659594,1420674.9852585124,0.0015,1371.5807367698192,0.247,0.0007,0.0604,2.79
6659,6659,5,62.96629,9013,0,0.0509,81.29214862891999,1.1024105653799998,0.0069,14.6124,0.096,-18.5614249513,15.7512,0.0604,0.11199999999999999,,17.053,11476.90812540552,-0.725,201.69629811694,3222083572106136704,9437.514224397446,3790.39,,2.4406,0.09300000000000001,,0.72,0.8009999999999999,8.918735636779694,2.737,13.341577720616884,2086.195447760229,0.0048,51.08780334050933,,0.001,0.0657,2.737
6787,6787,5,61.225365,9158,0,0.0447,81.68726169466998,1.79207158759,0.007,11.58,1.6230000000000002,-17.87986819871,12.044,0.0519,0.099,4.72,12.3557,187393.2604212656,-0.505,201.26590470368998,3222242829494252672,286911.09972979693,5924.08,0.0665,0.7757,0.079,30.13,1.21,0.8490000000000001,425.46163897087206,2.6323,1014.8057224082402,157854.55602030724,0.0047,818.5963322079822,0.121,0.0016,0.0461,2.6323
6699,6699,5,61.082413,9061,0,0.0276,81.07411135629,1.4114352063100002,0.0024,11.2332,2.003,-18.60064923322,11.6544,0.0317,0.066,4.02,11.9328,257925.46729419692,-0.48,201.29948200931,3222159064747329280,410751.30589113076,6301.0,0.1278,0.6996,0.054000000000000006,27.83,1.19,0.9359999999999999,175.88743493564343,2.8194,522.5659482798724,233044.38926326344,0.0015,353.1682418358742,0.234,0.0005,0.035,2.8194
6608,6608,5,59.171993,8953,0,0.0228,82.50572305394,1.27700345526,0.0069,12.5697,0.595,-17.41632383525,13.2423,0.0238,0.054000000000000006,,13.7671,75317.67862850857,-0.696,202.15622994999,3221963484820707712,95154.94402186818,4893.0,0.422,1.1974,0.045,,1.07,1.051,128.04209523477476,2.6728,273.0898978939844,43023.98247056932,0.0041,284.5506524995724,0.8372,0.0015,0.0287,2.6728
7069,7069,5,57.07887,9520,0,0.0245,83.70985099415,2.5578397115200002,0.0082,12.8484,0.575,-15.74210999069,13.4926,0.0283,0.053,,13.9854,58264.70760877586,-1.574,201.59842233682,3223701507763138560,75560.25356449325,4952.0,0.2523,1.137,0.043,,1.03,0.6970000000000001,149.0021166111157,2.4064,266.23585048431426,35189.14133187129,0.005,268.06935833400274,0.518,0.0021,0.0282,2.4064
6567,6567,5,56.580223,8908,0,0.0315,81.79242000385,0.84593348608,0.0022,11.8118,1.127,-18.24907915156,12.3295,0.0377,0.08800000000000001,1.65,12.6965,151378.7342366411,-0.46399999999999997,202.18884787897,3221877929072794624,220570.7147191028,5520.07,0.1023,0.8848,0.073,27.43,1.16,0.991,107.79444701429584,2.8083,234.9511726213564,115330.36439359447,0.002,283.4501753229342,0.224,0.0005,0.0421,2.8083
7160,7160,5,53.40514,9618,0,0.0638,82.17049053587,2.47130529188,0.0074,14.9856,0.064,-17.12602194665,16.1061,0.0694,0.132,,17.3471,8138.46465650269,-0.48700000000000004,200.89332253848,3223842863726186368,6806.181837793944,4009.67,,2.3615,0.11,,0.52,0.162,8.783301105722254,2.6387,10.911421323817672,1591.224369923697,0.0061,45.63768288540413,,0.0014,0.0753,2.6387
7119,7119,5,53.35552,9575,0,0.0335,82.53786413548,2.34672838707,0.0085,13.3986,0.305,-16.86713059387,14.2145,0.0386,0.067,,14.9363,35102.43159351997,-0.45399999999999996,201.19497640823002,3223788094303379456,38865.248963194615,4285.21,,1.5377,0.055,,1.0,0.48200000000000004,81.0566300952718,2.6664,115.01716754162165,14656.754201889673,0.0047,151.6967398726562,,0.0023,0.0311,2.6664
7209,7209,5,51.330246,9671,0,0.0661,83.27551254341999,3.02485615415,0.0087,15.3008,,-15.892645301500002,16.4245,0.0711,0.135,,17.7348,6087.818762293465,-1.165,200.95465510154997,3223936322214781312,5076.4909084468845,4116.57,,2.4341,0.12300000000000001,,,0.515,9.261576319610725,2.2921,8.886792135672602,1113.3131944525503,0.0043,24.36469770129199,,0.002,0.0888,2.2921
6386,6386,5,51.2988,8678,0,0.0419,82.47783556771999,0.7107207917399999,0.0073,14.3872,0.141,-17.714719937770003,15.3985,0.0407,0.083,,16.4327,14121.1746048264,-0.7709999999999999,202.66190165286,3221155275055026048,13060.120383574878,3749.25,0.9195,2.0454,0.071,,0.89,0.873,25.719042703693706,2.6904,24.962340353521004,3693.8888561136896,0.0054,70.16573025430317,1.849,0.0021,0.0543,2.6904
7205,7205,5,50.172108,9667,0,0.0291,83.25420311872,2.93308752677,0.0119,13.6456,0.278,-15.95613639744,14.4606,0.0338,0.065,,15.1476,27960.621657483105,-1.177,201.02702565069998,3223928763072601984,30983.066673772973,4642.36,0.595,1.502,0.052000000000000005,,0.82,0.47600000000000003,92.08918220879849,2.3154,132.24590083254571,12064.85300652519,0.0155,399.5636778059572,1.2092,0.0032,0.0347,2.3154
7162,7162,5,48.220497,9620,0,0.0277,82.25999093613001,2.65933482784,0.0087,13.5224,0.235,-16.95579012792,14.3711,0.03,0.054000000000000006,,15.1356,31319.76806070393,-0.799,200.76794065877,3223847124333716352,33642.5257728015,4353.0,,1.6132,0.046,,0.85,0.669,69.78443085041262,2.7816,97.7734261861853,12199.246777389197,0.0069,198.16432277176997,,0.0023,0.0316,2.7816
6626,6626,5,44.998695,8975,0,0.0848,82.20156397015,1.41106763071,0.0156,14.8208,0.07,-17.617010639870003,16.0204,0.0947,0.162,,17.524,9471.934357686889,-0.866,201.87847301887,3222016849790870272,7365.0071939758545,3809.59,0.503,2.7032,0.13699999999999998,,0.61,0.991,8.781603263827382,2.812,19.372341149474046,1351.884413047046,0.0031,26.674419299221586,0.797,0.0013,0.0824,2.812
7122,7122,5,44.61286,9579,0,0.0379,82.43927975841999,2.5249924728099997,0.0085,14.4652,0.139,-16.865686443250002,15.4845,0.0406,0.077,,16.5458,13142.454447268372,-0.41,200.98216214749002,3223794450854963328,12065.558329667814,3763.0,,2.0806,0.069,,0.88,0.395,21.89927434138065,2.5885,26.12535266856841,3328.3918007717757,0.0046,55.469797301723574,,0.002,0.0501,2.5885
7158,7158,5,41.200882,9616,0,0.0363,81.87873363641,2.59960208091,0.0069,11.9832,1.145,-17.31677625654,12.4707,0.0413,0.079,5.76,12.8063,129261.53451709377,-0.675,200.62634673713,3223837400527801728,193678.57783677688,5793.25,0.0627,0.8231,0.062,31.67,1.06,0.37799999999999995,328.0554826449998,2.5836,658.0191117958072,104238.32780941707,0.0051,608.0987210805179,0.129,0.0018,0.0475,2.5836
6636,6636,5,40.631023,8989,0,0.0358,82.15731919139,1.63444252878,0.002,10.8826,3.225,-17.54687647833,11.2633,0.0389,0.07200000000000001,1.41,11.506,356238.6213785779,-1.061,201.65121481957001,3222040901607688064,588875.6699646013,6549.0,0.165,0.6234,0.063,28.77,1.4,0.618,331.3565712225662,2.6575,631.0175014370917,345268.8866757349,0.0008,270.90428526211326,0.331,0.0006,0.0457,2.6575
6632,6632,5,39.734978,8983,0,0.068,82.00580047225999,1.5254371959,0.0193,15.2513,,-17.73225911373,16.4192,0.077,0.14300000000000002,,17.8069,6371.564819647267,-0.6940000000000001,201.67362020163998,3222032620910665856,5101.182129483061,3299.25,,2.5556,0.113,,,0.247,7.924175059347931,2.6928,18.47924353278036,1041.85016128947,0.0053,31.252569747508666,,0.0017,0.0896,2.6928
7071,7071,5,39.195778,9522,0,0.0391,83.71368226867,2.5753916653999998,0.0101,14.3285,0.149,-15.730221686920002,15.2534,0.0454,0.087,,16.1554,14905.907862456294,-1.415,201.5844298524,3223704497060119552,14927.592286992827,4173.59,0.786,1.8268,0.07400000000000001,,0.74,0.638,23.77127431050256,2.4352,44.15246508503301,4768.843194460038,0.0047,64.62444264269175,1.569,0.0017,0.0486,2.4352
6737,6737,5,37.124645,9101,0,0.0337,81.65852046706999,1.28597889601,0.0034,11.2333,2.363,-18.15211632367,11.6512,0.0362,0.079,10.12,11.9217,257890.55002932352,-0.561,201.71554461223,3222187029279724544,411989.430972394,6285.75,0.0837,0.6884,0.065,37.89,1.3,0.6659999999999999,387.3137739341114,2.5997,739.6985479253663,235437.31300369574,0.0025,598.1875048021294,0.1715,0.001,0.0471,2.5997
7663,7663,5,36.443703,10366,0,0.0669,83.85552732602,4.58577468365,0.0266,14.8747,0.11199999999999999,-14.621088467629997,16.0386,0.0766,0.172,,17.4168,9013.536687046631,-0.626,199.84088510676003,3236557169513218432,7242.5074678804685,3665.0,,2.5421,0.145,,0.83,0.509,38.71631297910652,2.3138,36.534314637701776,1492.236049064063,0.0193,160.58764765071746,,0.0058,0.0876,2.3138
7070,7070,5,36.033363,9521,0,0.0188,83.51694415285999,2.5404758151199998,0.0107,12.7421,0.6709999999999999,-15.918879920229998,13.3905,0.0212,0.040999999999999995,,13.8995,64257.84350748685,-1.176,201.5166221269,3223703603706959488,83010.71167965843,5012.0,0.3975,1.1574,0.038,,1.09,0.917,196.14953914550452,2.3203,375.4470746496544,38084.975937817966,0.0078,461.5122561854222,0.788,0.0026,0.0233,2.3203
7081,7081,5,35.64528,9535,0,0.0822,83.61588209658001,2.86710750129,0.0245,15.7578,,-15.673286058050001,16.9779,0.0891,0.175,,18.5156,3996.1933069624347,-1.681,201.27038688731002,3223730331287452416,3049.30787789032,4122.99,,2.7578,0.16399999999999998,,,0.42,7.256378681820366,2.3652,12.216077171878734,542.3975298273862,0.0079,28.932856844615426,,0.0026,0.0962,2.3652
7051,7051,5,34.190174,9502,0,0.0308,83.98241241201,2.4888005298099998,0.0013,10.3695,8.254,-15.537755699849999,10.5885,0.0336,0.063,,10.7234,571430.8241108953,-1.306,201.79858046985,3223655362634477952,1096384.7624476282,7801.0,0.2238,0.3539,0.055,,1.57,0.713,369.0596733617456,2.3122,830.0494390015918,709870.7961319991,0.0012,607.6976117310359,0.4193,0.0004,0.0358,2.3122
6584,6584,5,34.17184,8926,0,0.0341,82.28823980903,0.74192912103,0.0022,11.4737,1.61,-17.8656482557,11.9156,0.0354,0.079,2.93,12.2095,206671.29149829378,-0.61,202.5370385798,3221906894331610240,322930.95111503603,6182.8,0.036,0.7357,0.066,30.26,1.11,1.238,211.58135089722984,2.7916,362.60541975428987,180621.65442420074,0.0017,332.03886582428396,0.0693,0.0007,0.0438,2.7916
6586,6586,5,31.330177,8928,0,0.0327,82.19513860069999,0.81130763465,0.0098,12.1668,0.862,-17.91358336486,12.7737,0.0336,0.067,,13.2346,109157.06238318916,-0.469,202.42592184721002,3221911296674905728,146506.32209135857,5058.0,0.299,1.0678,0.061,,1.21,1.21,361.69413671611625,2.7062,633.5076590007609,70262.23449285213,0.0071,717.4715488808389,0.6033,0.0027,0.0427,2.7062
7035,7035,5,31.264952,9482,0,0.0342,82.86702387861999,2.0554504239099995,0.0087,11.66,1.383,-16.72230235024,12.1874,0.0393,0.073,11.41,12.5676,174091.82665962446,-0.847,201.62825104438,3223577091150411264,251413.45626512755,5469.75,0.243,0.9076,0.062,31.77,1.31,0.562,597.3753455776175,2.7134,1043.7582386414672,129874.68080669151,0.0076,1215.5494106455485,0.5085,0.0026,0.0344,2.7134
7048,7048,5,30.34215,9496,0,0.0399,83.77925142314,2.18785499662,0.0022,10.6369,5.693,-15.86133214409,10.8852,0.0428,0.091,,11.0372,446674.52571697015,-1.339,201.96949277957,3223620899816978304,834187.2785278659,7430.47,0.1107,0.4003,0.078,,1.44,0.711,501.8893759795492,2.4006,1053.3543331027092,531694.5304411063,0.0018,729.3019912636572,0.2243,0.0007,0.054,2.4006
