,object_id,gid,density,,duplicated_source,dec_error,ra,dec,phot_bp_mean_mag_error,phot_rp_mean_mag,lum_val,b,phot_g_mean_mag,ra_error,pmra_error,radial_velocity_error,phot_bp_mean_mag,phot_rp_mean_flux,pmra,l,source_id,phot_g_mean_flux,teff_val,e_bp_min_rp_val,bp_rp,pmdec_error,radial_velocity,radius_val,pmdec,phot_g_mean_flux_error,parallax,phot_bp_mean_flux_error,phot_bp_mean_flux,phot_rp_mean_mag_error,phot_rp_mean_flux_error,a_g_val,phot_g_mean_mag_error,parallax_error,plx
3778,3778,1,62.068672,5502,0,0.0187,80.88676482875,-3.0581744655,0.0067,13.4068,0.253,-20.907166718139997,14.3316,0.0202,0.048,,15.2161,34837.849280657625,0.866,205.37270511978,3210924461093916416,34891.92036485215,3942.0,0.9232,1.8093,0.04,,1.08,-0.395,54.42387753466569,3.0723,70.01218005955143,11327.385034949524,0.0047,150.59626957641072,1.8475,0.0017,0.0249,3.0723
7623,7623,1,61.86849,10311,0,0.0608,81.84871642059,3.9251058553099996,0.014,14.8624,0.077,-16.68666547013,16.049,0.0718,0.172,,17.4947,9116.340388095668,1.355,199.40648301746998,3236271433929944832,7173.642496887362,3635.82,,2.6324,0.141,,0.7,-0.993,13.456165314263794,2.7975,17.87075864178684,1388.877747354923,0.0047,39.51436861042339,,0.002,0.0799,2.7975
3806,3806,1,61.76551,5530,0,0.0418,81.94151401393,-2.7636950214700002,0.0143,14.1816,0.17800000000000002,-19.83848311869,15.3328,0.0435,0.10800000000000001,,16.6304,17065.082268670205,1.42,205.62118594408,3210994829838336640,13875.347657810293,3498.0,,2.4487,0.098,,1.15,-0.9009999999999999,29.90343658544269,2.7014,40.44184369915227,3079.030392814055,0.0062,97.32483352767555,,0.0023,0.0544,2.7014
3932,3932,1,61.744736,5736,0,0.0383,76.82437290519,-3.40918510603,0.011,14.651,0.126,-24.64908462368,15.7807,0.0495,0.107,,17.0472,11075.671515513826,1.031,203.63292336813,3213010509529424384,9184.91024091855,3660.36,,2.3963,0.07200000000000001,,0.88,-1.206,18.998862791347843,2.4563,21.224526147260534,2097.289510330162,0.0063,64.3142001127529,,0.0022,0.0644,2.4563
3826,3826,1,61.72476,5556,0,0.0592,81.59623996785999,-2.44780301632,0.0158,15.2961,,-19.99495608865,16.504,0.0633,0.151,,18.0044,6114.247756652907,1.472,205.15238363826,3211065370381041792,4717.969190200301,3947.75,,2.7083,0.11800000000000001,,,-1.022,6.055797863736711,2.7291,12.636083625809356,868.5572403853026,0.0034,19.020017405309233,,0.0014,0.0778,2.7291
4741,4741,1,61.690533,6726,0,0.048,84.50406373109999,-2.43554293091,0.0087,14.4735,0.127,-17.42101264379,15.6299,0.0527,0.105,,16.9303,13042.582234547715,1.749,206.57493911126,3216504134712395904,10553.691418256554,3435.0,,2.4568,0.08800000000000001,,1.01,-1.328,14.927921550761221,2.8637,18.81354600939346,2335.6977991625445,0.0032,38.156122892939855,,0.0015,0.0552,2.8637
7494,7494,1,61.58555,10169,0,0.0657,82.19568953275,2.9411962918900003,0.0158,14.9055,0.069,-16.87301342183,16.1175,0.0677,0.134,,17.6129,8760.902706273371,1.494,200.47843534387002,3235882649193266304,6735.01837159059,3875.61,,2.7073,0.111,,0.58,-0.414,20.342884880675648,2.6416,18.10743723891313,1245.698753487789,0.0089,71.96285880102856,,0.0033,0.0873,2.6416
7225,7225,1,61.51902,9690,0,0.0671,82.36146844595001,2.93788703699,0.0102,14.861,0.083,-16.73054881462,16.0472,0.0689,0.131,,17.4926,9127.667332484543,1.81,200.56661016911,3223966112107883008,7185.9176842744055,3523.5,,2.6316,0.114,,0.77,-1.143,6.31264223020217,2.8184,13.111012393695654,1391.5609784057174,0.0016,13.4779359475592,,0.001,0.0867,2.8184
4925,4925,1,61.48323,6941,0,0.08,83.87075499033001,-2.4289859998099996,0.0485,14.8049,0.10300000000000001,-17.97795751115,15.9977,0.0746,0.133,,17.3262,9611.823986955578,1.64,206.25965867211997,3216891338899515136,7520.618209148457,3567.0,,2.5213,0.11900000000000001,,0.84,-1.2990000000000002,41.401809960511365,2.5505,72.41036976970317,1622.055799998525,0.0122,107.86654833864628,,0.006,0.0945,2.5505
6160,6160,1,61.182465,8424,0,0.0303,81.36488294799,-0.36878916263000006,0.0083,13.6643,0.249,-19.21002277625,14.6411,0.0353,0.067,,15.6121,27482.374594594417,1.6669999999999998,203.09407124455,3220620435663361408,26235.556870568522,3776.25,,1.9478,0.055999999999999994,,1.17,-0.402,50.820700660141725,2.8396,60.02596234195293,7865.533350782045,0.005,125.95673672761065,,0.0021,0.034,2.8396
6002,6002,1,61.019325,8241,0,0.0481,81.39526827964,-1.4896621868900002,0.0124,15.1583,,-19.71905769026,16.3644,0.0581,0.153,,17.754,6941.558828515931,1.629,204.15371943403,3220200521005067392,5364.994908477638,4113.16,,2.5957,0.115,,,-0.04,6.255383220254612,2.7657,12.491335151535894,1093.8364266673993,0.0032,20.53458956463303,,0.0013,0.0881,2.7657
5986,5986,1,60.977383,8222,0,0.0377,81.13571048917,-2.0224879463099996,0.0102,14.6194,0.07200000000000001,-20.200139745450002,15.7323,0.0408,0.10099999999999999,,17.0005,11403.09501204122,0.935,204.52191490891002,3220145549720368384,9603.640862860218,4012.02,,2.3811,0.087,,0.56,-0.10400000000000001,16.21754236233464,2.9523,20.61453728097405,2189.5948031321736,0.0045,47.51147910959454,,0.0018,0.0549,2.9523
3727,3727,1,60.914764,5443,0,0.0621,82.22898453165,-3.39231482454,0.0223,15.2854,,-19.87751170927,16.5119,0.0671,0.174,,18.0252,6174.536808161337,1.162,206.35476331659,3210756819930900096,4683.652664669643,4042.77,,2.7398,0.136,,,-0.35,5.502366919230963,2.9766,17.487179623861696,852.1011026378263,0.0035,19.716541191164545,,0.0013,0.0934,2.9766
7600,7600,1,60.87079,10286,0,0.0571,82.09827237153002,3.7933601641400005,0.0088,14.898,,-16.53609558727,16.0603,0.0638,0.129,,17.4683,8822.174085331504,1.4880000000000002,199.65493100115,3236100666029286400,7099.541664002909,4062.38,,2.5703,0.114,,,-0.325,9.535829265252536,3.071,11.484623193107808,1423.126131816213,0.0031,25.36794423356371,,0.0015,0.0769,3.071
6580,6580,1,60.645462,8922,0,0.0271,81.62676585281,1.08715466436,0.0113,13.5136,0.265,-18.27666416064,14.4283,0.0295,0.057,,15.2848,31573.74006611977,1.851,201.88208828183997,3221898751074875264,31918.650391550986,4138.0,,1.7712,0.05,,1.0,-0.444,79.15990202418644,2.6992,110.38547067015615,10632.882778344634,0.0075,219.1519795998525,,0.0027,0.0371,2.6992
4169,4169,1,60.51701,6051,0,0.0516,79.52002248639,-1.7600586957599997,0.014,15.1889,,-21.49575867045,16.4067,0.0598,0.14300000000000002,,17.9091,6748.215769620551,1.745,203.45297764038997,3214397783966142592,5159.994707697965,4036.42,0.4442,2.7201,0.11,,,-0.364,10.032927757714248,2.7075,12.252472479262046,948.2458431285612,0.0059,36.68632925519304,0.8395,0.0021,0.0852,2.7075
6421,6421,1,60.34153,8726,0,0.061,81.01380961765,-0.31083102143,0.0112,15.4868,,-19.48988000816,16.6895,0.067,0.146,,18.1839,5129.3447547196865,0.943,202.86117147285998,3221354256596018944,3976.7536942017628,3700.55,0.3167,2.6972,0.12,,,-0.077,6.208281891442781,2.926,7.627106781951093,736.1722312943034,0.0053,24.909365350901464,0.544,0.0017,0.0891,2.926
7177,7177,1,60.302574,9637,0,0.0644,83.14155137048999,2.5408189287900003,0.0132,14.4666,0.086,-16.24608812199,15.686,0.0684,0.131,,17.224,13125.559487262582,1.324,201.32591599904998,3223882446145331968,10022.242606831762,4076.08,,2.7574,0.113,,0.59,-0.848,14.058293069528085,2.7023,21.674489452653066,1782.1547292027765,0.0051,61.77150724207268,,0.0015,0.0846,2.7023
7014,7014,1,60.2682,9458,0,0.0382,82.61493246826001,1.72828491444,0.0164,14.3747,0.094,-17.10166947753,15.4762,0.0406,0.083,,16.7161,14284.755141812104,1.735,201.79871393921002,3223530052668754432,12157.903942713509,4025.5,,2.3414,0.07,,0.63,0.032,40.24926640700683,2.9007,42.95880397214864,2845.1990909878314,0.0084,110.77840455130415,,0.0036,0.043,2.9007
4940,4940,1,60.24972,6958,0,0.0757,83.53393255495,-2.37674346936,0.0176,14.7343,0.087,-18.25126053901,15.9243,0.0695,0.141,,17.3666,10257.45109310452,1.693,206.0458763198,3216919651323983488,8046.732157943136,3831.19,,2.6322,0.145,,0.67,-1.584,28.543429067789553,2.614,25.316258326420932,1562.913036833145,0.0098,92.38603131054026,,0.0039,0.0919,2.614
3517,3517,1,60.22457,5189,0,0.0233,83.23050147514,-4.2108423426599995,0.0109,13.6295,0.268,-19.36873282386,14.5933,0.0231,0.057,,15.5497,28376.189894599825,1.101,207.61530636419,3209855289115457024,27417.27467202801,3826.33,,1.9202,0.05,,1.18,-1.385,56.41233790013653,2.7508,83.97015338383459,8330.602143868975,0.0053,137.57899400096278,,0.0022,0.031,2.7508
3804,3804,1,60.14258,5528,0,0.0319,81.80307074774001,-2.8640178490400006,0.0015,10.3975,4.622,-20.00762701049,10.7511,0.0326,0.086,,10.9801,556887.5565272953,0.978,205.64669949549,3210992149778771072,943864.5384060992,6688.3,0.268,0.5826,0.067,,1.6,-0.177,351.48350188607554,2.8106,793.8878670307479,560423.5062291664,0.0016,803.4044996432867,0.5272,0.0004,0.0429,2.8106
5967,5967,1,59.93844,8202,1,0.0351,81.93632378015,-1.8131037920400002,0.002,7.8324,,-19.39607266123,7.7834,0.0393,0.08900000000000001,,7.7727,5913297.4793491475,1.6640000000000001,204.7279536053,3220117409094677888,14521345.836653922,8562.5,,-0.0597,0.07400000000000001,,,-1.224,8401.95366664625,2.852,20134.651256391768,10751760.110482983,0.0016,8611.037688433584,,0.0006,0.0483,2.852
5326,5326,1,59.871063,7385,0,0.0386,85.5237025566,-1.35457665624,0.0131,14.1916,0.149,-16.01540606094,15.3147,0.0378,0.075,,16.58,16909.336558740884,1.8459999999999999,206.07281082487,3217437620082840704,14107.847074682144,3729.08,,2.3884,0.07,,0.92,-1.205,32.003378035442154,2.7377,38.80100404877742,3225.104367206147,0.0055,86.10545188844326,,0.0025,0.0451,2.7377
4579,4579,1,59.664406,6545,0,0.0666,84.4027930327,-2.56675933281,0.0186,14.7093,0.10099999999999999,-17.57158236551,15.9076,0.0741,0.138,,17.3668,10496.540127243017,1.5390000000000001,206.64745102633998,3216126181885110016,8171.692290779689,3484.43,,2.6575,0.129,,0.87,-1.847,12.215000578451955,2.766,26.763860156768498,1562.5459102738034,0.0035,33.95726250957864,,0.0016,0.077,2.766
6398,6398,1,59.60145,8696,0,0.0291,80.49437596154,-0.6505418079899999,0.0132,14.3475,0.10099999999999999,-20.108696562610003,15.44,0.0327,0.087,,16.6157,14647.644829799185,1.8119999999999998,202.91170967924,3221243137202635264,12570.013095253376,4060.02,,2.2682,0.07,,0.64,-0.15,7.7534877355384895,2.8106,37.94489474262539,3120.7819387416835,0.002,26.942923156625792,,0.0007,0.0463,2.8106
6371,6371,1,59.505993,8658,0,0.0507,83.03253987317,0.2847255702,0.0519,14.361,0.107,-17.433383102670003,15.4806,0.0494,0.099,,16.7311,14466.364041654522,1.386,203.33355824856002,3221073331374853888,12108.558121017382,3936.34,,2.37,0.087,,0.7,-0.631,158.7461804160594,2.7934,134.05559538210952,2806.2804940802644,0.0391,520.3113634559836,,0.0142,0.0681,2.7934
4994,4994,1,59.1838,7020,0,0.03,82.20335311202,-2.47385168727,0.0086,14.1398,0.138,-19.47162861812,15.2023,0.0327,0.077,,16.3275,17736.086484481035,1.493,205.47934194426003,3217011872862000256,15647.03090940722,3797.0,,2.1877,0.061,,0.86,-0.111,32.08024803615249,2.9271,32.322983969120266,4069.6934465919567,0.0055,90.23667919938866,,0.0022,0.0406,2.9271
6137,6137,1,59.17274,8398,0,0.0485,81.20101271268001,-0.75831486942,0.0114,14.7143,0.099,-19.54072239004,15.8542,0.053,0.121,,17.1589,10448.013916085545,1.354,203.37296126346,3220568449379273216,8583.535656439191,3473.0,,2.4446,0.10300000000000001,,0.87,-0.069,9.767015090919823,2.8781,19.863165465311578,1892.2992638408866,0.0029,27.77025306940701,,0.0012,0.0732,2.8781
6500,6500,1,59.04904,8825,0,0.0417,79.99497517143,0.16563032211,0.0139,15.0257,0.059000000000000004,-20.15055158524,16.2126,0.0472,0.114,,17.6285,7843.025161427623,1.273,201.89360134513,3221639476784107776,6170.490609981791,3670.0,,2.6028,0.08900000000000001,,0.6,0.046,7.7705875897154755,2.9376,15.73133067150806,1227.858835250822,0.0031,22.60920738091217,,0.0014,0.0657,2.9376
7565,7565,1,58.9435,10247,0,0.0521,82.15380902164,3.5262345697300006,0.0293,14.5288,0.113,-16.62039718848,15.6689,0.0568,0.12300000000000001,,16.9865,12395.179899732408,1.185,199.92564751391004,3236057231025026432,10180.948572553853,3374.0,,2.4577,0.094,,0.98,-0.574,60.17591962327271,3.0554,59.89005381173397,2217.995007230446,0.016,182.3954961280648,,0.0064,0.071,3.0554
6047,6047,1,58.93833,8290,0,0.0461,81.91572144366,-1.3170474349799999,0.0191,14.2163,0.096,-19.17921963464,15.3374,0.0506,0.106,,16.5653,16528.313531284064,0.7240000000000001,204.25477295798,3220291544247567488,13815.693804453056,4357.33,,2.349,0.1,,0.54,-1.444,37.915677437550414,2.7906,57.621920994809024,3269.1293485178553,0.0093,141.99691781270852,,0.003,0.066,2.7906
5031,5031,1,58.61894,7063,0,0.0304,82.37326116338001,-2.26109472167,0.0009,10.2489,5.189,-19.221890506020003,10.5817,0.033,0.079,3.57,10.7939,638566.5212230833,1.324,205.36462401229,3217085505781275392,1103232.9579021735,6750.33,0.3715,0.545,0.062,22.66,1.67,-0.316,329.3796860426057,2.8683,532.8066693029062,665241.4510376371,0.0005,301.32620170209174,0.7673,0.0003,0.0452,2.8683
3945,3945,1,58.46383,5751,0,0.0196,76.69436771164,-3.3015765777499997,0.0043,13.1552,0.441,-24.712044696110002,14.1247,0.0254,0.052000000000000005,,15.0589,43922.327104943244,0.736,203.46080648096,3213016007087564160,42215.260601683214,3892.1,,1.9037,0.038,,1.46,-1.141,30.09132247393215,2.6027,51.69020669393688,13091.77667767846,0.0035,143.5366701968231,,0.0008,0.0299,2.6027
6244,6244,1,58.4034,8516,0,0.0726,83.07707613939,-0.31950691209000004,0.0497,15.1234,0.057999999999999996,-17.68319360832,16.3777,0.0749,0.13699999999999998,,17.5844,7168.275601818254,1.43,203.91250566672002,3220755675593348992,5299.687867739732,3658.03,,2.461,0.115,,0.6,-0.6,5.503908040921411,2.746,58.53623515181737,1278.802482704168,0.0039,25.86413696976297,,0.0011,0.0922,2.746
6461,6461,1,58.33169,8774,0,0.0469,80.24718611424,-0.0070540277500000005,0.0236,14.8223,0.067,-20.01405756027,16.0418,0.0525,0.133,,17.5274,9459.008985058295,1.693,202.18480121342,3221433249634394112,7221.157850730123,3894.16,,2.7051,0.106,,0.57,-0.307,15.69359773614554,2.7687,29.26381471208148,1347.6648511819749,0.0063,54.85567643185342,,0.0024,0.0701,2.7687
4177,4177,1,58.242073,6059,0,0.0365,80.34420029124,-1.54352465528,0.0101,14.5646,0.134,-20.668581218520004,15.7334,0.042,0.11599999999999999,,17.1343,11992.698907510683,1.3969999999999998,203.67096289812,3214419533680565120,9593.48085376775,3476.33,,2.5697,0.094,,1.01,-0.639,6.5533361902591265,2.6122,18.053604455975602,1935.597633756084,0.0027,29.878074330013188,,0.0007,0.063,2.6122
3524,3524,1,58.102062,5196,0,0.0511,83.35452394343001,-4.0586807361699995,,,,-19.18898722695,15.6806,0.055,0.155,,,,1.746,207.53225061973,3209864836828098048,10071.365695365628,,,,0.11199999999999999,,,-2.334,16.893752543943506,2.8148,,,,,,0.0018,0.0801,2.8148
6825,6825,1,57.793335,9198,0,0.0675,81.44133770054,1.76389706308,0.1727,13.4533,0.165,-18.10797580228,14.6228,0.0725,0.139,,15.231,33376.012121358835,1.297,201.16515894015,3222267297922229248,26681.49824590397,4421.16,,1.7777,0.126,,0.69,0.5770000000000001,1227.8864878354775,2.9111,1777.096323249816,11172.777909888522,0.1767,5432.538272636104,,0.05,0.0768,2.9111
6090,6090,1,57.452347,8336,0,0.062,81.13973300555,-1.38667114151,0.0189,15.6099,,-19.89474848599,16.8978,0.0656,0.17,,18.6441,4579.535931154289,1.181,203.9282558411,3220394932701380480,3282.80427098608,4130.98,0.5513,3.0342,0.14,,,-1.261,3.9132506016978232,2.7017,8.367293087770479,481.8700553277182,0.0033,13.869262375001451,1.03,0.0013,0.092,2.7017
6312,6312,1,57.09665,8593,0,0.0672,82.19294822553,-0.42713372526999993,,,,-18.511354761720003,16.358,0.0765,0.17300000000000001,,,,1.705,203.56775628266,3220924244470421120,5396.769727238135,,,,0.163,,,-0.7859999999999999,15.284171404184734,2.8757,,,,,,0.0031,0.0914,2.8757
6071,6071,1,56.988132,8315,0,0.035,80.98659371984,-1.64984300072,0.0113,14.4557,0.09,-20.15461847826,15.5875,0.0374,0.08900000000000001,,16.8534,13258.05254989205,0.8490000000000001,204.09708861143002,3220358064702156928,10973.81751548912,3791.0,,2.3977,0.078,,0.7,-0.525,19.31432567954488,3.0412,25.98124786429459,2507.265669574056,0.005,61.26354009392974,,0.0019,0.0515,3.0412
5013,5013,1,56.76962,7043,0,0.0704,82.52333772071,-2.1997102587799997,0.0178,15.398,,-19.06066373629,16.6316,0.0777,0.18600000000000003,,18.1561,5566.197364553986,0.7809999999999999,205.38178509363,3217045442326304896,4194.877713701053,4275.44,,2.7581,0.17,,,-0.379,4.627410698247856,2.8547,12.38268673312516,755.3129103172461,0.0082,41.84250050997432,,0.0012,0.0979,2.8547
7417,7417,1,56.46494,10023,0,0.0488,81.09913140279001,2.27499745636,0.0243,14.3546,0.161,-18.15449396324,15.4404,0.0585,0.11,,16.603,14551.86659272673,1.354,200.51991629371997,3234329795177446784,12565.893732822657,3526.5,,2.2484,0.08900000000000001,,1.07,-0.532,55.96311298162861,2.678,70.71544169698313,3157.64604060766,0.0121,162.7499980710966,,0.0048,0.0569,2.678
5030,5030,1,56.343746,7062,0,0.0357,81.93782889455,-2.12570254333,0.0053,14.3155,0.102,-19.54222015173,15.3793,0.039,0.096,,16.5123,15085.491303147664,0.753,205.02104775919997,3217082688282587264,13292.826150621577,4012.53,,2.1968,0.073,,0.66,-0.23800000000000002,7.735601038919222,2.928,16.68196783955251,3432.7759147117945,0.002,27.18783187867546,,0.0006,0.0519,2.928
6401,6401,1,56.040287,8699,0,0.0159,80.80870153034999,-0.5820988061,0.0058,12.6313,0.486,-19.800239699120002,13.421,0.0161,0.038,,14.092,71160.45875403372,1.133,203.00879597518997,3221246848054497024,80715.883892792,4419.79,0.6235,1.4606,0.033,,1.19,-1.0270000000000001,107.60166584394152,2.9517,170.3532334931756,31898.751931084844,0.0038,251.02754985057624,1.305,0.0014,0.0216,2.9517
7184,7184,1,56.03725,9644,0,0.0458,82.7473251429,2.63389552229,0.0148,13.3111,0.33299999999999996,-16.5440709835,14.406,0.0469,0.094,,15.6001,38047.38181765642,1.6159999999999999,201.04050935226002,3223892857145953920,32578.55226858463,3489.0,1.369,2.289,0.081,,1.58,-0.767,102.2871790858823,3.0378,108.72564973878148,7953.049377166206,0.01,349.7085478317508,2.6558,0.0034,0.0532,3.0378
4486,4486,1,55.830456,6443,0,0.0616,83.42241273329,-3.4517614167300006,0.0214,15.1136,,-18.849240416289998,16.3772,0.0631,0.155,,17.9292,7233.09434577824,1.676,206.99549102339,3215951015939921664,5302.363468464108,3919.43,0.5345,2.8156,0.136,,,-2.199,5.278449479791932,2.8197,18.361196705812887,930.8767052322867,0.0035,23.237303403536252,0.8878,0.0011,0.0898,2.8197
5424,5424,1,55.603912,7487,0,0.0569,83.75585612692,-1.30382673841,0.0247,14.3479,0.156,-17.552124480510003,15.4899,0.0589,0.11,,16.7584,14642.346467929297,1.225,205.1594124579,3217571008884481920,12005.724589427082,3395.0,,2.4105,0.09300000000000001,,1.14,-0.9259999999999999,53.68886797393852,2.8023,62.14087532817982,2736.5825590858058,0.0146,196.6779783302544,,0.0049,0.0747,2.8023
4312,4312,1,55.54984,6234,0,0.0327,79.4208953607,-1.1899895325799998,0.0141,14.3358,0.127,-21.30916544536,15.4397,0.0423,0.11,,16.6446,14805.806152759382,1.3119999999999998,202.86470411321,3215230045549083392,12573.385501251909,3947.79,,2.3087,0.081,,0.76,-0.52,23.79518127702491,2.598,39.38305408355794,3039.01775256831,0.0052,71.27857373843045,,0.0021,0.0606,2.598
4037,4037,1,55.383793,5887,0,0.0399,78.56026593878,-2.93666959398,0.0172,14.6114,,-22.899245426620002,15.7639,0.0512,0.14400000000000002,,17.0799,11486.518818460589,1.4409999999999998,204.07736830508,3213826690754674560,9327.927861769736,3719.0,,2.4685,0.10400000000000001,,,-0.9179999999999999,22.494356606146447,2.7469,32.308335291588286,2035.0985457725485,0.0073,77.2200082805247,,0.0026,0.0736,2.7469
5077,5077,1,55.35011,7110,0,0.0695,83.01902929011999,-2.0218307791599996,0.0126,14.773,0.075,-18.53978101606,15.9826,0.0669,0.12,,17.4848,9898.10675071934,1.185,205.46153119316003,3217145287435004672,7626.19652325616,3904.67,,2.7118,0.11,,0.6,-1.432,9.580451153636698,2.6676,16.302544288475616,1401.5874645360957,0.0041,37.21317140794191,,0.0014,0.09,2.6676
7500,7500,1,55.345383,10176,0,0.0344,81.93081728524,3.2189231679000003,0.0088,11.4567,1.256,-16.96591939591,12.2059,0.0351,0.063,7.13,12.7884,209927.71724760922,1.148,200.08950441725,3235905429699666816,247162.0899078395,4844.85,,1.3316,0.059000000000000004,19.04,1.59,-0.16899999999999998,583.1572433193799,2.9842,862.5051005508064,105976.4886812278,0.0066,1277.2890675938766,,0.0026,0.0438,2.9842
4496,4496,1,55.340023,6453,0,0.074,83.84260655539,-3.1844171758499997,0.0328,15.1615,,-18.35367099657,16.4017,0.0811,0.156,,18.0193,6921.302812948241,1.2009999999999998,206.95004801465,3215974311842179456,5184.059994623952,3997.33,,2.8579,0.134,,,-1.479,6.903934089224684,2.7035,25.873690405085977,856.6819163629974,0.0051,32.707096592168675,,0.0014,0.0898,2.7035
4992,4992,1,55.32534,7018,0,0.0425,82.20163122373,-2.4848007876800002,0.0099,14.2332,0.145,-19.47828104703,15.4318,0.0462,0.115,,16.8776,16274.32438513885,0.8240000000000001,205.48874486044997,3217010189234822272,12665.507364583518,3445.0,,2.6444,0.08900000000000001,,1.07,-0.613,22.32374083391,2.9213,22.407123594141368,2452.085115252094,0.0046,68.49610189825422,,0.0019,0.058,2.9213
6217,6217,1,55.1492,8488,0,0.0473,82.62146191689,-0.84742859413,0.0017,9.2774,,-18.335201638900003,9.2863,0.0502,0.102,,9.3073,1562392.664674059,1.6059999999999999,204.17252828883,3220707468880621568,3637802.811677245,9280.0,0.051,0.0298,0.08,,,-1.324,1631.1087930217398,2.7628,4172.180614616455,2616032.00899879,0.0015,2091.3226018700843,0.1187,0.0005,0.0621,2.7628
7504,7504,1,55.010056,10182,0,0.0568,81.37971195649,2.88338844775,0.0014,9.9855,8.622,-17.610177239040002,10.1597,0.0589,0.111,,10.2722,813867.7729154578,1.071,200.10968000983996,3235915913716183680,1627241.1345060938,7932.0,0.1485,0.2867,0.1,,1.55,-0.321,1313.3762572179849,2.7726,1359.5631515378514,1075671.7119509892,0.0013,1011.763259800162,0.3015,0.0009,0.0789,2.7726
6816,6816,1,54.94633,9189,0,0.0694,81.36546962275,1.69634431611,0.021,15.2163,0.047,-18.20718253533,16.4341,0.0771,0.152,,17.904,6580.366601803336,1.639,201.18802586637,3222264342986065152,5031.776726418268,3592.77,,2.6877,0.129,,0.56,-0.163,9.202173479164971,3.0606,18.38882838917305,952.731713831311,0.0071,42.783085543871174,,0.002,0.0879,3.0606
6595,6595,1,54.87797,8937,0,0.07,82.02306334587,0.90139714588,0.015,14.9682,0.07200000000000001,-18.02049232499,16.1443,0.0758,0.159,,17.5724,8269.643721724817,1.7469999999999999,202.25546797569,3221926238864659840,6570.914604502885,3678.0,,2.6042,0.129,,0.66,-0.207,5.9685521776996096,2.744,17.917690301512632,1292.9526371473548,0.0035,26.36619535327468,,0.001,0.0834,2.744
6832,6832,1,54.537106,9208,0,0.0433,81.03153271904,1.6449285849000002,0.0129,14.3248,0.098,-18.523306160070003,15.3876,0.0523,0.10099999999999999,,16.5249,14957.58663712141,1.4040000000000001,201.06278336964002,3222272761122028416,13191.390123587858,3913.23,,2.2002,0.079,,0.68,0.41600000000000004,29.16631450024481,3.0582,40.44677833860121,3392.997726285205,0.0073,99.94885642360599,,0.0024,0.0625,3.0582
6183,6183,1,54.415054,8452,0,0.0681,82.94152308859,-0.8430818471799999,0.0134,14.6387,,-18.051549093370003,15.8639,0.0742,0.126,,17.3833,11202.229442762267,1.892,204.32857598253997,3220664209970233984,8507.199715844441,4221.6,,2.7447,0.11199999999999999,,,-1.222,14.762799252569652,2.6645,18.94757678484357,1538.9340522598613,0.0035,36.068796020709705,,0.0019,0.0831,2.6645
6117,6117,1,54.176147,8371,0,0.0494,81.51170972049,-1.13423856444,0.009,14.9754,,-19.44751161585,16.1637,0.0534,0.128,,17.6224,8215.246939387565,1.107,203.88075210318001,3220497118562592512,6454.789271476644,3928.48,,2.647,0.124,,,-0.191,4.988237722075519,3.0427,10.255118640113078,1234.8525567862343,0.0021,15.964027735812742,,0.0008,0.0782,3.0427
4766,4766,1,54.142914,6756,0,0.0647,85.12942737633,-2.06430619663,0.0143,14.3372,0.11900000000000001,-16.69516239263,15.449,0.0662,0.131,,16.649,14786.999790814243,2.009,206.53533226406003,3216534925332952448,12466.758494079673,3995.01,,2.3118,0.141,,0.72,-1.0390000000000001,23.413132580711693,2.6319,39.77575841255789,3026.6964987044503,0.0054,73.13101215170606,,0.002,0.0719,2.6319
5359,5359,1,53.871647,7419,0,0.0293,84.49602652821,-1.09799817293,0.1163,12.3381,0.633,-16.8023746187,13.1921,0.0282,0.065,,13.9089,93220.24085725292,2.233,205.33409328061,3217495859839297152,99661.07901720775,4329.67,,1.5708,0.054000000000000006,,1.41,-1.21,3066.357128797517,2.9343,4045.4973698580593,37756.868519905685,0.0889,7631.57667190833,,0.0334,0.036,2.9343
7062,7062,1,53.759987,9513,0,0.0787,83.25456385153001,2.4706855671400003,0.0151,14.1071,0.121,-16.1817721719,15.3164,0.0849,0.16,,16.792,18278.333458385532,1.6280000000000001,201.44705065016004,3223690409567497088,14085.552034739167,3788.65,,2.6849,0.135,,0.81,-0.6459999999999999,45.26747130560563,2.9674,36.95760257331256,2653.087787243408,0.0077,128.88923016863288,,0.0035,0.0918,2.9674
6445,6445,1,53.60769,8757,0,0.0229,81.10526818009,0.14770467898,0.0043,13.1309,0.354,-19.18842646411,14.0038,0.0248,0.046,,14.7974,44915.46984651823,1.7209999999999999,202.48238281492002,3221407617269618048,47186.22303354691,4217.92,0.7425,1.6665,0.039,,1.11,-0.004,50.16764718623815,2.7788,66.01984081612726,16656.84835076825,0.0057,236.46361572339254,1.4688,0.0012,0.031,2.7788
4045,4045,1,53.47692,5899,0,0.0598,79.05677966289001,-2.70075612843,0.0229,15.6541,,-22.350761460429997,16.9288,0.0673,0.156,,18.6601,4396.740644055206,1.599,204.10703509791,3213857747662179456,3190.3404592155657,4305.3,0.507,3.006,0.129,,,-0.59,3.391938337887366,2.5976,9.997194055416431,474.82305434747263,0.0036,14.432694681707366,0.9445,0.0012,0.0918,2.5976
